resultId,participantId,group,timestamp,birthyear,gender,ethnicity,country,language,frameId,frameName,note,content,responseTime,response,errors,Summary statistics,,outlier?,LogRT,zLogRt,Congruent Flankers,Condition mean
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,3fff9b433a6525b3,html,,text,0,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c5af85fe1182451d,html,,text,17545,spacebar,0,Mean RT,1311.948,,,,0,0.5
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,5141b125eb5c0278,image,practice-1,stimulus_12_con1 (1).png,1617,left,0,SD RT,593.321,,,,1,0.15
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ca2627490511bc52,image,practice-2,stimulus_30_con2.png,640,right,0,Mean-2SD,125.306,,,,2,0.125
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f30e20c6d2c0f838,image,practice-3,stimulus_24_con3.png,581,left,0,Mean+2SD,2498.591,,,,3,-0.39393
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,7d264c410561fece,image,practice-4,stimulus_27_con4.png,591,left,0,,,,,,4,-0.8
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,4134d9409d0bd87e,html,,text,1111,spacebar,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,dd93ca8d0dd68830,image,4,stimulus_27_con4.png,1811,left,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c56fca0e6428ec8a,image,2,stimulus_15_con2.png,1544,left,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ed1ab0892c6fa197,image,2,stimulus_20_con2.png,2136,right,0,,,FALSE,3.33,1.589,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c932c04b1c8497d7,image,0,stimulus_08_con0.png,1831,right,1,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,0f82f4dda8d6ee4b,image,2,stimulus_11_con2.png,2884,right,0,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,6a9233532d4b36d2,image,4,stimulus_28_con4.png,1482,right,0,,,FALSE,3.171,0.679,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f9af1cdaaf93bdab,image,4,stimulus_27_con4.png,685,left,0,,,FALSE,2.836,-1.243,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ff9351d6e608f1c7,image,4,stimulus_28_con4.png,685,right,0,,,FALSE,2.836,-1.243,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c9e88111a9efa3bc,image,4,stimulus_28_con4.png,620,right,0,,,FALSE,2.792,-1.491,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,95a787bcdc481261,image,1,stimulus_12_con1.png,632,left,0,,,FALSE,2.801,-1.443,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,d791f67fac07dacd,image,1,stimulus_01_con1.png,1596,left,0,,,FALSE,3.203,0.863,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,92c4ac84bb8b8855,image,4,stimulus_27_con4.png,985,left,0,,,FALSE,2.993,-0.338,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,736fd4b6568f577b,image,4,stimulus_28_con4.png,640,right,0,,,FALSE,2.806,-1.412,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,e8217f7c49e2a968,image,3,stimulus_29_con3.png,495,right,0,,,FALSE,2.695,-2.051,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,6bb8dfb5e49f6e40,image,2,stimulus_02_con2.png,787,left,0,,,FALSE,2.896,-0.897,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f86f12f88748d49d,image,4,stimulus_28_con4.png,832,right,0,,,FALSE,2.92,-0.759,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,50bc19af8367de11,image,1,stimulus_01_con1.png,883,left,0,,,FALSE,2.946,-0.61,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,a27dfcbe9e9464a0,image,2,stimulus_03_con2.png,917,left,0,,,FALSE,2.962,-0.516,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,0281fbcdbb058b50,image,3,stimulus_32_con3.png,1923,left,0,,,FALSE,3.284,1.327,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,7a01ffdff11002be,image,0,stimulus_25_con0.png,846,left,0,,,FALSE,2.927,-0.717,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f53eddec3c11cf9c,image,1,stimulus_12_con1.png,953,left,0,,,FALSE,2.979,-0.421,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,180b3c02bc962ab9,image,1,stimulus_26_con1.png,1014,left,0,,,FALSE,3.006,-0.266,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,d72bc0dc109ba441,image,2,stimulus_13_con2.png,1797,right,1,,,FALSE,3.255,1.159,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,61eff74cc2fb90c8,image,3,stimulus_05_con3.png,1163,right,0,,,FALSE,3.066,0.075,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,68f00ef3e737ae6f,image,1,stimulus_22_con1.png,1668,right,0,,,FALSE,3.222,0.973,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,a07dbafdc65b210b,image,0,stimulus_25_con0.png,797,left,0,,,FALSE,2.901,-0.866,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,133f6ee576423a44,image,2,stimulus_17_con2.png,1977,left,0,,,FALSE,3.296,1.396,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,0846c2e43d8e9b33,image,0,stimulus_08_con0.png,1848,right,0,,,FALSE,3.267,1.228,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,8f78a8f1f906642a,image,1,stimulus_18_con1.png,2217,right,0,,,FALSE,3.346,1.681,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,1a8c7a582883691f,image,3,stimulus_24_con3.png,941,left,0,,,FALSE,2.974,-0.452,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,2dbbedd22f738071,image,2,stimulus_30_con2.png,1192,right,0,,,FALSE,3.076,0.137,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,d200b93d647240ab,image,2,stimulus_14_con2.png,2693,right,0,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,1a1aff298316fe55,image,1,stimulus_22_con1.png,1530,right,0,,,FALSE,3.185,0.758,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,e417307fa4758766,image,0,stimulus_08_con0.png,1783,right,0,,,FALSE,3.251,1.139,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,46f861b02af6391c,image,4,stimulus_27_con4.png,1168,left,0,,,FALSE,3.067,0.086,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,00e2757be944fbc4,image,3,stimulus_31_con3.png,1180,right,0,,,FALSE,3.072,0.111,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,8b82e3cf66f08d0e,image,4,stimulus_28_con4.png,1155,right,0,,,FALSE,3.063,0.058,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,d78b61662172867d,image,4,stimulus_27_con4.png,659,left,0,,,FALSE,2.819,-1.339,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,92e81b97fcd14905,image,3,stimulus_21_con3.png,837,left,0,,,FALSE,2.923,-0.744,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f1497fe4b3027b91,image,0,stimulus_08_con0.png,1044,right,0,,,FALSE,3.019,-0.193,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,a1f6a00383b4811d,image,1,stimulus_10_con1.png,1577,right,0,,,FALSE,3.198,0.833,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,7365f786211530eb,image,0,stimulus_08_con0.png,2747,right,0,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,6326dce94e720f9c,image,1,stimulus_23_con1.png,2161,right,0,,,FALSE,3.335,1.618,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,b894037eb3934789,image,0,stimulus_25_con0.png,2341,left,0,,,FALSE,3.369,1.817,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,8a3285f697a24323,image,2,stimulus_04_con2.png,1284,right,0,,,FALSE,3.109,0.322,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,96867bca7de97318,image,3,stimulus_07_con3.png,1888,right,0,,,FALSE,3.276,1.282,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,94205c369528e0a5,image,0,stimulus_25_con0.png,1929,left,0,,,FALSE,3.285,1.335,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,306bbdcda3f601b7,image,0,stimulus_08_con0.png,1698,right,0,,,FALSE,3.23,1.017,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,3c05cbad6d47f837,image,4,stimulus_27_con4.png,1322,left,0,,,FALSE,3.121,0.394,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,1c9b4c4c80643378,image,3,stimulus_32_con3.png,616,left,0,,,FALSE,2.79,-1.507,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,904b4ba71f21e1a5,image,3,stimulus_09_con3.png,839,left,0,,,FALSE,2.924,-0.738,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,59fcad8bd0790137,image,3,stimulus_24_con3.png,934,left,0,,,FALSE,2.97,-0.471,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,412d9667b830d4d4,image,3,stimulus_05_con3.png,999,right,0,,,FALSE,3,-0.303,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,1f66561dbee259d7,image,1,stimulus_16_con1.png,951,left,0,,,FALSE,2.978,-0.426,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,174d0fec22c58c13,image,2,stimulus_19_con2.png,1237,left,0,,,FALSE,3.092,0.229,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,2d74419b5cddd195,image,3,stimulus_09_con3.png,1306,left,0,,,FALSE,3.116,0.364,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,a612bc753a295870,image,0,stimulus_25_con0.png,888,left,0,,,FALSE,2.948,-0.596,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,9c246a824cfdfb77,image,2,stimulus_06_con2.png,1347,left,0,,,FALSE,3.129,0.441,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,e919295ffcc53258,image,1,stimulus_18_con1.png,831,right,0,,,FALSE,2.92,-0.762,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,4ab9c7f69da45816,image,0,stimulus_25_con0.png,723,left,0,,,FALSE,2.859,-1.108,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,3fff9b433a6525b3,html,,text,0,,0,,,,,,,